section,DataSetId,JourmPatternSections_From_id,JourmPatternSections_From_StopPointRef_id,JourmPatternSections_From_StopPointRef_SequenceNumber,JourmPatternSections_From_StopPointRef,JourmPatternSections_From_TimingStatus_id,JourmPatternSections_From_TimingStatus_SequenceNumber,JourmPatternSections_From_TimingStatus,JourmPatternSections_To_id,JourmPatternSections_To_StopPointRef_id,JourmPatternSections_To_StopPointRef_SequenceNumber,JourmPatternSections_To_StopPointRef,JourmPatternSections_To_TimingStatus_id,JourmPatternSections_To_TimingStatus_SequenceNumber,JourmPatternSections_To_TimingStatus,JourmPatternSections_RouteLinkRef_id,JourmPatternSections_RouteLinkRef,JourmPatternSections_RunTime_id,JourmPatternSections_RunTime
JPS37,65ae28f2-4e37-470c-86f0-a279be0bec6c,JPTL1211,JPSU2421,36,3525,JPSU2421,36,OTH,JPTL1211,JPSU2422,37,2385,JPSU2422,37,OTH,JPTL1211,RL1021,JPTL1211,PT0S
JPS37,65ae28f2-4e37-470c-86f0-a279be0bec6c,JPTL1212,JPSU2423,37,2385,JPSU2423,37,OTH,JPTL1212,JPSU2424,38,3797,JPSU2424,38,OTH,JPTL1212,RL1022,JPTL1212,PT1M
JPS37,65ae28f2-4e37-470c-86f0-a279be0bec6c,JPTL1213,JPSU2425,38,3797,JPSU2425,38,OTH,JPTL1213,JPSU2426,39,3436,JPSU2426,39,OTH,JPTL1213,RL1023,JPTL1213,PT1M
JPS37,65ae28f2-4e37-470c-86f0-a279be0bec6c,JPTL1214,JPSU2427,39,3436,JPSU2427,39,OTH,JPTL1214,JPSU2428,40,2767,JPSU2428,40,OTH,JPTL1214,RL1024,JPTL1214,PT0S
JPS37,65ae28f2-4e37-470c-86f0-a279be0bec6c,JPTL1215,JPSU2429,40,2767,JPSU2429,40,OTH,JPTL1215,JPSU2430,41,3739,JPSU2430,41,OTH,JPTL1215,RL1025,JPTL1215,PT0S
JPS37,65ae28f2-4e37-470c-86f0-a279be0bec6c,JPTL1216,JPSU2431,41,3739,JPSU2431,41,OTH,JPTL1216,JPSU2432,42,2632,JPSU2432,42,PTP,JPTL1216,RL1026,JPTL1216,PT1M
JPS37,65ae28f2-4e37-470c-86f0-a279be0bec6c,JPTL1217,JPSU2433,42,2632,JPSU2433,42,PTP,JPTL1217,JPSU2434,43,2394,JPSU2434,43,OTH,JPTL1217,RL1027,JPTL1217,PT1M
JPS37,65ae28f2-4e37-470c-86f0-a279be0bec6c,JPTL1218,JPSU2435,43,2394,JPSU2435,43,OTH,JPTL1218,JPSU2436,44,2829,JPSU2436,44,OTH,JPTL1218,RL1028,JPTL1218,PT2M
JPS37,65ae28f2-4e37-470c-86f0-a279be0bec6c,JPTL1219,JPSU2437,44,2829,JPSU2437,44,OTH,JPTL1219,JPSU2438,45,2789,JPSU2438,45,OTH,JPTL1219,RL1029,JPTL1219,PT1M
JPS37,65ae28f2-4e37-470c-86f0-a279be0bec6c,JPTL1220,JPSU2439,45,2789,JPSU2439,45,OTH,JPTL1220,JPSU2440,46,2594,JPSU2440,46,OTH,JPTL1220,RL1030,JPTL1220,PT2M
JPS37,65ae28f2-4e37-470c-86f0-a279be0bec6c,JPTL1221,JPSU2441,46,2594,JPSU2441,46,OTH,JPTL1221,JPSU2442,47,2465,JPSU2442,47,PTP,JPTL1221,RL1031,JPTL1221,PT5M
JPS38,65ae28f2-4e37-470c-86f0-a279be0bec6c,JPTL1222,JPSU2443,1,2736,JPSU2443,1,PTP,JPTL1222,JPSU2444,2,3543,JPSU2444,2,OTH,JPTL1222,RL1032,JPTL1222,PT5M
JPS38,65ae28f2-4e37-470c-86f0-a279be0bec6c,JPTL1223,JPSU2445,2,3543,JPSU2445,2,OTH,JPTL1223,JPSU2446,3,3432,JPSU2446,3,OTH,JPTL1223,RL1033,JPTL1223,PT0S
JPS38,65ae28f2-4e37-470c-86f0-a279be0bec6c,JPTL1224,JPSU2447,3,3432,JPSU2447,3,OTH,JPTL1224,JPSU2448,4,3826,JPSU2448,4,PTP,JPTL1224,RL1034,JPTL1224,PT2M
JPS38,65ae28f2-4e37-470c-86f0-a279be0bec6c,JPTL1225,JPSU2449,4,3826,JPSU2449,4,PTP,JPTL1225,JPSU2450,5,2634,JPSU2450,5,OTH,JPTL1225,RL1035,JPTL1225,PT3M
JPS38,65ae28f2-4e37-470c-86f0-a279be0bec6c,JPTL1226,JPSU2451,5,2634,JPSU2451,5,OTH,JPTL1226,JPSU2452,6,4543,JPSU2452,6,PTP,JPTL1226,RL1036,JPTL1226,PT1M
JPS38,65ae28f2-4e37-470c-86f0-a279be0bec6c,JPTL1227,JPSU2453,6,4543,JPSU2453,6,PTP,JPTL1227,JPSU2454,7,2369,JPSU2454,7,OTH,JPTL1227,RL1037,JPTL1227,PT1M
JPS38,65ae28f2-4e37-470c-86f0-a279be0bec6c,JPTL1228,JPSU2455,7,2369,JPSU2455,7,OTH,JPTL1228,JPSU2456,8,2494,JPSU2456,8,OTH,JPTL1228,RL1038,JPTL1228,PT1M
JPS38,65ae28f2-4e37-470c-86f0-a279be0bec6c,JPTL1229,JPSU2457,8,2494,JPSU2457,8,OTH,JPTL1229,JPSU2458,9,4235,JPSU2458,9,OTH,JPTL1229,RL1039,JPTL1229,PT1M
JPS38,65ae28f2-4e37-470c-86f0-a279be0bec6c,JPTL1230,JPSU2459,9,4235,JPSU2459,9,OTH,JPTL1230,JPSU2460,10,3853,JPSU2460,10,PTP,JPTL1230,RL1040,JPTL1230,PT1M
JPS38,65ae28f2-4e37-470c-86f0-a279be0bec6c,JPTL1231,JPSU2461,10,3853,JPSU2461,10,PTP,JPTL1231,JPSU2462,11,2585,JPSU2462,11,OTH,JPTL1231,RL1041,JPTL1231,PT1M
JPS38,65ae28f2-4e37-470c-86f0-a279be0bec6c,JPTL1232,JPSU2463,11,2585,JPSU2463,11,OTH,JPTL1232,JPSU2464,12,2938,JPSU2464,12,OTH,JPTL1232,RL1042,JPTL1232,PT1M
JPS38,65ae28f2-4e37-470c-86f0-a279be0bec6c,JPTL1233,JPSU2465,12,2938,JPSU2465,12,OTH,JPTL1233,JPSU2466,13,2895,JPSU2466,13,PTP,JPTL1233,RL1043,JPTL1233,PT1M
JPS38,65ae28f2-4e37-470c-86f0-a279be0bec6c,JPTL1234,JPSU2467,13,2895,JPSU2467,13,PTP,JPTL1234,JPSU2468,14,2354,JPSU2468,14,OTH,JPTL1234,RL1044,JPTL1234,PT1M
JPS38,65ae28f2-4e37-470c-86f0-a279be0bec6c,JPTL1235,JPSU2469,14,2354,JPSU2469,14,OTH,JPTL1235,JPSU2470,15,2946,JPSU2470,15,OTH,JPTL1235,RL1045,JPTL1235,PT1M
JPS38,65ae28f2-4e37-470c-86f0-a279be0bec6c,JPTL1236,JPSU2471,15,2946,JPSU2471,15,OTH,JPTL1236,JPSU2472,16,2379,JPSU2472,16,OTH,JPTL1236,RL1046,JPTL1236,PT0S
JPS38,65ae28f2-4e37-470c-86f0-a279be0bec6c,JPTL1237,JPSU2473,16,2379,JPSU2473,16,OTH,JPTL1237,JPSU2474,17,3578,JPSU2474,17,OTH,JPTL1237,RL1047,JPTL1237,PT1M
JPS38,65ae28f2-4e37-470c-86f0-a279be0bec6c,JPTL1238,JPSU2475,17,3578,JPSU2475,17,OTH,JPTL1238,JPSU2476,18,3965,JPSU2476,18,OTH,JPTL1238,RL1048,JPTL1238,PT0S
JPS38,65ae28f2-4e37-470c-86f0-a279be0bec6c,JPTL1239,JPSU2477,18,3965,JPSU2477,18,OTH,JPTL1239,JPSU2478,19,4397,JPSU2478,19,OTH,JPTL1239,RL1049,JPTL1239,PT1M
JPS38,65ae28f2-4e37-470c-86f0-a279be0bec6c,JPTL1240,JPSU2479,19,4397,JPSU2479,19,OTH,JPTL1240,JPSU2480,20,2832,JPSU2480,20,OTH,JPTL1240,RL1050,JPTL1240,PT0S
JPS38,65ae28f2-4e37-470c-86f0-a279be0bec6c,JPTL1241,JPSU2481,20,2832,JPSU2481,20,OTH,JPTL1241,JPSU2482,21,2545,JPSU2482,21,PTP,JPTL1241,RL1051,JPTL1241,PT1M
JPS38,65ae28f2-4e37-470c-86f0-a279be0bec6c,JPTL1242,JPSU2483,21,2545,JPSU2483,21,PTP,JPTL1242,JPSU2484,22,4393,JPSU2484,22,OTH,JPTL1242,RL1052,JPTL1242,PT0S
JPS38,65ae28f2-4e37-470c-86f0-a279be0bec6c,JPTL1243,JPSU2485,22,4393,JPSU2485,22,OTH,JPTL1243,JPSU2486,23,2689,JPSU2486,23,OTH,JPTL1243,RL1053,JPTL1243,PT1M
JPS38,65ae28f2-4e37-470c-86f0-a279be0bec6c,JPTL1244,JPSU2487,23,2689,JPSU2487,23,OTH,JPTL1244,JPSU2488,24,3843,JPSU2488,24,OTH,JPTL1244,RL1054,JPTL1244,PT1M
JPS38,65ae28f2-4e37-470c-86f0-a279be0bec6c,JPTL1245,JPSU2489,24,3843,JPSU2489,24,OTH,JPTL1245,JPSU2490,25,3536,JPSU2490,25,OTH,JPTL1245,RL1055,JPTL1245,PT1M
JPS38,65ae28f2-4e37-470c-86f0-a279be0bec6c,JPTL1246,JPSU2491,25,3536,JPSU2491,25,OTH,JPTL1246,JPSU2492,26,3852,JPSU2492,26,OTH,JPTL1246,RL1056,JPTL1246,PT0S
JPS38,65ae28f2-4e37-470c-86f0-a279be0bec6c,JPTL1247,JPSU2493,26,3852,JPSU2493,26,OTH,JPTL1247,JPSU2494,27,4548,JPSU2494,27,OTH,JPTL1247,RL1057,JPTL1247,PT0S
JPS38,65ae28f2-4e37-470c-86f0-a279be0bec6c,JPTL1248,JPSU2495,27,4548,JPSU2495,27,OTH,JPTL1248,JPSU2496,28,2868,JPSU2496,28,OTH,JPTL1248,RL1058,JPTL1248,PT2M
JPS38,65ae28f2-4e37-470c-86f0-a279be0bec6c,JPTL1249,JPSU2497,28,2868,JPSU2497,28,OTH,JPTL1249,JPSU2498,29,2536,JPSU2498,29,OTH,JPTL1249,RL1059,JPTL1249,PT0S
JPS38,65ae28f2-4e37-470c-86f0-a279be0bec6c,JPTL1250,JPSU2499,29,2536,JPSU2499,29,OTH,JPTL1250,JPSU2500,30,2869,JPSU2500,30,OTH,JPTL1250,RL1060,JPTL1250,PT1M
JPS38,65ae28f2-4e37-470c-86f0-a279be0bec6c,JPTL1251,JPSU2501,30,2869,JPSU2501,30,OTH,JPTL1251,JPSU2502,31,3582,JPSU2502,31,OTH,JPTL1251,RL1061,JPTL1251,PT0S
JPS38,65ae28f2-4e37-470c-86f0-a279be0bec6c,JPTL1252,JPSU2503,31,3582,JPSU2503,31,OTH,JPTL1252,JPSU2504,32,3537,JPSU2504,32,OTH,JPTL1252,RL1062,JPTL1252,PT1M
JPS38,65ae28f2-4e37-470c-86f0-a279be0bec6c,JPTL1253,JPSU2505,32,3537,JPSU2505,32,OTH,JPTL1253,JPSU2506,33,2529,JPSU2506,33,PTP,JPTL1253,RL1063,JPTL1253,PT1M
JPS38,65ae28f2-4e37-470c-86f0-a279be0bec6c,JPTL1254,JPSU2507,33,2529,JPSU2507,33,PTP,JPTL1254,JPSU2508,34,3746,JPSU2508,34,OTH,JPTL1254,RL1064,JPTL1254,PT1M
JPS38,65ae28f2-4e37-470c-86f0-a279be0bec6c,JPTL1255,JPSU2509,34,3746,JPSU2509,34,OTH,JPTL1255,JPSU2510,35,4545,JPSU2510,35,PTP,JPTL1255,RL1065,JPTL1255,PT1M
JPS38,65ae28f2-4e37-470c-86f0-a279be0bec6c,JPTL1256,JPSU2511,35,4545,JPSU2511,35,PTP,JPTL1256,JPSU2512,36,3426,JPSU2512,36,OTH,JPTL1256,RL1066,JPTL1256,PT1M
JPS38,65ae28f2-4e37-470c-86f0-a279be0bec6c,JPTL1257,JPSU2513,36,3426,JPSU2513,36,OTH,JPTL1257,JPSU2514,37,3248,JPSU2514,37,OTH,JPTL1257,RL1067,JPTL1257,PT1M
JPS38,65ae28f2-4e37-470c-86f0-a279be0bec6c,JPTL1258,JPSU2515,37,3248,JPSU2515,37,OTH,JPTL1258,JPSU2516,38,4292,JPSU2516,38,OTH,JPTL1258,RL1068,JPTL1258,PT0S
JPS38,65ae28f2-4e37-470c-86f0-a279be0bec6c,JPTL1259,JPSU2517,38,4292,JPSU2517,38,OTH,JPTL1259,JPSU2518,43,3627,JPSU2518,43,PTP,JPTL1259,RL1069,JPTL1259,PT1M
JPS38,65ae28f2-4e37-470c-86f0-a279be0bec6c,JPTL1260,JPSU2519,43,3627,JPSU2519,43,PTP,JPTL1260,JPSU2520,44,2528,JPSU2520,44,OTH,JPTL1260,RL1070,JPTL1260,PT0S
JPS38,65ae28f2-4e37-470c-86f0-a279be0bec6c,JPTL1261,JPSU2521,44,2528,JPSU2521,44,OTH,JPTL1261,JPSU2522,45,3573,JPSU2522,45,OTH,JPTL1261,RL1071,JPTL1261,PT1M
JPS38,65ae28f2-4e37-470c-86f0-a279be0bec6c,JPTL1262,JPSU2523,45,3573,JPSU2523,45,OTH,JPTL1262,JPSU2524,46,3572,JPSU2524,46,OTH,JPTL1262,RL1072,JPTL1262,PT1M
JPS38,65ae28f2-4e37-470c-86f0-a279be0bec6c,JPTL1263,JPSU2525,46,3572,JPSU2525,46,OTH,JPTL1263,JPSU2526,47,3574,JPSU2526,47,PTP,JPTL1263,RL1073,JPTL1263,PT1M
JPS38,65ae28f2-4e37-470c-86f0-a279be0bec6c,JPTL1264,JPSU2527,47,3574,JPSU2527,47,PTP,JPTL1264,JPSU2528,48,3497,JPSU2528,48,OTH,JPTL1264,RL1074,JPTL1264,PT0S
JPS38,65ae28f2-4e37-470c-86f0-a279be0bec6c,JPTL1265,JPSU2529,48,3497,JPSU2529,48,OTH,JPTL1265,JPSU2530,49,3279,JPSU2530,49,OTH,JPTL1265,RL1075,JPTL1265,PT0S
JPS38,65ae28f2-4e37-470c-86f0-a279be0bec6c,JPTL1266,JPSU2531,49,3279,JPSU2531,49,OTH,JPTL1266,JPSU2532,50,3985,JPSU2532,50,OTH,JPTL1266,RL1076,JPTL1266,PT1M
JPS38,65ae28f2-4e37-470c-86f0-a279be0bec6c,JPTL1267,JPSU2533,50,3985,JPSU2533,50,OTH,JPTL1267,JPSU2534,51,3723,JPSU2534,51,OTH,JPTL1267,RL1077,JPTL1267,PT1M
JPS38,65ae28f2-4e37-470c-86f0-a279be0bec6c,JPTL1268,JPSU2535,51,3723,JPSU2535,51,OTH,JPTL1268,JPSU2536,52,3458,JPSU2536,52,OTH,JPTL1268,RL1078,JPTL1268,PT2M
JPS38,65ae28f2-4e37-470c-86f0-a279be0bec6c,JPTL1269,JPSU2537,52,3458,JPSU2537,52,OTH,JPTL1269,JPSU2538,53,3742,JPSU2538,53,PTP,JPTL1269,RL1079,JPTL1269,PT3M
JPS38,65ae28f2-4e37-470c-86f0-a279be0bec6c,JPTL1270,JPSU2539,53,3742,JPSU2539,53,PTP,JPTL1270,JPSU2540,54,2948,JPSU2540,54,OTH,JPTL1270,RL1080,JPTL1270,PT1M
JPS38,65ae28f2-4e37-470c-86f0-a279be0bec6c,JPTL1271,JPSU2541,54,2948,JPSU2541,54,OTH,JPTL1271,JPSU2542,55,2865,JPSU2542,55,OTH,JPTL1271,RL1081,JPTL1271,PT1M
JPS38,65ae28f2-4e37-470c-86f0-a279be0bec6c,JPTL1272,JPSU2543,55,2865,JPSU2543,55,OTH,JPTL1272,JPSU2544,56,3987,JPSU2544,56,OTH,JPTL1272,RL1082,JPTL1272,PT1M
JPS38,65ae28f2-4e37-470c-86f0-a279be0bec6c,JPTL1273,JPSU2545,56,3987,JPSU2545,56,OTH,JPTL1273,JPSU2546,57,2378,JPSU2546,57,PTP,JPTL1273,RL1083,JPTL1273,PT1M
JPS38,65ae28f2-4e37-470c-86f0-a279be0bec6c,JPTL1274,JPSU2547,57,2378,JPSU2547,57,PTP,JPTL1274,JPSU2548,58,3525,JPSU2548,58,OTH,JPTL1274,RL1084,JPTL1274,PT1M
JPS38,65ae28f2-4e37-470c-86f0-a279be0bec6c,JPTL1275,JPSU2549,58,3525,JPSU2549,58,OTH,JPTL1275,JPSU2550,59,2385,JPSU2550,59,OTH,JPTL1275,RL1085,JPTL1275,PT1M
JPS38,65ae28f2-4e37-470c-86f0-a279be0bec6c,JPTL1276,JPSU2551,59,2385,JPSU2551,59,OTH,JPTL1276,JPSU2552,60,3797,JPSU2552,60,OTH,JPTL1276,RL1086,JPTL1276,PT0S
JPS38,65ae28f2-4e37-470c-86f0-a279be0bec6c,JPTL1277,JPSU2553,60,3797,JPSU2553,60,OTH,JPTL1277,JPSU2554,61,3436,JPSU2554,61,OTH,JPTL1277,RL1087,JPTL1277,PT1M
JPS38,65ae28f2-4e37-470c-86f0-a279be0bec6c,JPTL1278,JPSU2555,61,3436,JPSU2555,61,OTH,JPTL1278,JPSU2556,62,2767,JPSU2556,62,OTH,JPTL1278,RL1088,JPTL1278,PT0S
JPS38,65ae28f2-4e37-470c-86f0-a279be0bec6c,JPTL1279,JPSU2557,62,2767,JPSU2557,62,OTH,JPTL1279,JPSU2558,63,3739,JPSU2558,63,OTH,JPTL1279,RL1089,JPTL1279,PT1M
JPS38,65ae28f2-4e37-470c-86f0-a279be0bec6c,JPTL1280,JPSU2559,63,3739,JPSU2559,63,OTH,JPTL1280,JPSU2560,64,2632,JPSU2560,64,PTP,JPTL1280,RL1090,JPTL1280,PT1M
JPS38,65ae28f2-4e37-470c-86f0-a279be0bec6c,JPTL1281,JPSU2561,64,2632,JPSU2561,64,PTP,JPTL1281,JPSU2562,65,2394,JPSU2562,65,OTH,JPTL1281,RL1091,JPTL1281,PT2M
JPS38,65ae28f2-4e37-470c-86f0-a279be0bec6c,JPTL1282,JPSU2563,65,2394,JPSU2563,65,OTH,JPTL1282,JPSU2564,66,2829,JPSU2564,66,OTH,JPTL1282,RL1092,JPTL1282,PT2M
JPS38,65ae28f2-4e37-470c-86f0-a279be0bec6c,JPTL1283,JPSU2565,66,2829,JPSU2565,66,OTH,JPTL1283,JPSU2566,67,2789,JPSU2566,67,OTH,JPTL1283,RL1093,JPTL1283,PT2M
JPS38,65ae28f2-4e37-470c-86f0-a279be0bec6c,JPTL1284,JPSU2567,67,2789,JPSU2567,67,OTH,JPTL1284,JPSU2568,68,2594,JPSU2568,68,OTH,JPTL1284,RL1094,JPTL1284,PT2M
JPS38,65ae28f2-4e37-470c-86f0-a279be0bec6c,JPTL1285,JPSU2569,68,2594,JPSU2569,68,OTH,JPTL1285,JPSU2570,69,2465,JPSU2570,69,PTP,JPTL1285,RL1095,JPTL1285,PT2M
JPS39,65ae28f2-4e37-470c-86f0-a279be0bec6c,JPTL1286,JPSU2571,1,3245,JPSU2571,1,PTP,JPTL1286,JPSU2572,2,3979,JPSU2572,2,OTH,JPTL1286,RL1096,JPTL1286,PT1M
JPS39,65ae28f2-4e37-470c-86f0-a279be0bec6c,JPTL1287,JPSU2573,2,3979,JPSU2573,2,OTH,JPTL1287,JPSU2574,3,3246,JPSU2574,3,OTH,JPTL1287,RL1097,JPTL1287,PT1M
JPS39,65ae28f2-4e37-470c-86f0-a279be0bec6c,JPTL1288,JPSU2575,3,3246,JPSU2575,3,OTH,JPTL1288,JPSU2576,4,3926,JPSU2576,4,OTH,JPTL1288,RL1098,JPTL1288,PT1M
JPS39,65ae28f2-4e37-470c-86f0-a279be0bec6c,JPTL1289,JPSU2577,4,3926,JPSU2577,4,OTH,JPTL1289,JPSU2578,5,2634,JPSU2578,5,OTH,JPTL1289,RL1099,JPTL1289,PT1M
JPS39,65ae28f2-4e37-470c-86f0-a279be0bec6c,JPTL1290,JPSU2579,5,2634,JPSU2579,5,OTH,JPTL1290,JPSU2580,6,4543,JPSU2580,6,PTP,JPTL1290,RL1100,JPTL1290,PT2M
JPS39,65ae28f2-4e37-470c-86f0-a279be0bec6c,JPTL1291,JPSU2581,6,4543,JPSU2581,6,PTP,JPTL1291,JPSU2582,7,2369,JPSU2582,7,OTH,JPTL1291,RL1101,JPTL1291,PT0S
JPS39,65ae28f2-4e37-470c-86f0-a279be0bec6c,JPTL1292,JPSU2583,7,2369,JPSU2583,7,OTH,JPTL1292,JPSU2584,8,2494,JPSU2584,8,OTH,JPTL1292,RL1102,JPTL1292,PT2M
JPS39,65ae28f2-4e37-470c-86f0-a279be0bec6c,JPTL1293,JPSU2585,8,2494,JPSU2585,8,OTH,JPTL1293,JPSU2586,9,4235,JPSU2586,9,OTH,JPTL1293,RL1103,JPTL1293,PT1M
JPS39,65ae28f2-4e37-470c-86f0-a279be0bec6c,JPTL1294,JPSU2587,9,4235,JPSU2587,9,OTH,JPTL1294,JPSU2588,10,3853,JPSU2588,10,PTP,JPTL1294,RL1104,JPTL1294,PT1M
JPS39,65ae28f2-4e37-470c-86f0-a279be0bec6c,JPTL1295,JPSU2589,10,3853,JPSU2589,10,PTP,JPTL1295,JPSU2590,11,2585,JPSU2590,11,OTH,JPTL1295,RL1105,JPTL1295,PT0S
JPS39,65ae28f2-4e37-470c-86f0-a279be0bec6c,JPTL1296,JPSU2591,11,2585,JPSU2591,11,OTH,JPTL1296,JPSU2592,12,2938,JPSU2592,12,OTH,JPTL1296,RL1106,JPTL1296,PT1M
JPS39,65ae28f2-4e37-470c-86f0-a279be0bec6c,JPTL1297,JPSU2593,12,2938,JPSU2593,12,OTH,JPTL1297,JPSU2594,13,2895,JPSU2594,13,PTP,JPTL1297,RL1107,JPTL1297,PT2M
JPS39,65ae28f2-4e37-470c-86f0-a279be0bec6c,JPTL1298,JPSU2595,13,2895,JPSU2595,13,PTP,JPTL1298,JPSU2596,14,2354,JPSU2596,14,OTH,JPTL1298,RL1108,JPTL1298,PT1M
JPS39,65ae28f2-4e37-470c-86f0-a279be0bec6c,JPTL1299,JPSU2597,14,2354,JPSU2597,14,OTH,JPTL1299,JPSU2598,15,2946,JPSU2598,15,OTH,JPTL1299,RL1109,JPTL1299,PT0S
JPS39,65ae28f2-4e37-470c-86f0-a279be0bec6c,JPTL1300,JPSU2599,15,2946,JPSU2599,15,OTH,JPTL1300,JPSU2600,16,2379,JPSU2600,16,OTH,JPTL1300,RL1110,JPTL1300,PT1M
JPS39,65ae28f2-4e37-470c-86f0-a279be0bec6c,JPTL1301,JPSU2601,16,2379,JPSU2601,16,OTH,JPTL1301,JPSU2602,17,3578,JPSU2602,17,OTH,JPTL1301,RL1111,JPTL1301,PT1M
JPS39,65ae28f2-4e37-470c-86f0-a279be0bec6c,JPTL1302,JPSU2603,17,3578,JPSU2603,17,OTH,JPTL1302,JPSU2604,18,3965,JPSU2604,18,OTH,JPTL1302,RL1112,JPTL1302,PT1M
JPS39,65ae28f2-4e37-470c-86f0-a279be0bec6c,JPTL1303,JPSU2605,18,3965,JPSU2605,18,OTH,JPTL1303,JPSU2606,19,4397,JPSU2606,19,OTH,JPTL1303,RL1113,JPTL1303,PT0S
JPS39,65ae28f2-4e37-470c-86f0-a279be0bec6c,JPTL1304,JPSU2607,19,4397,JPSU2607,19,OTH,JPTL1304,JPSU2608,20,2832,JPSU2608,20,OTH,JPTL1304,RL1114,JPTL1304,PT0S
JPS39,65ae28f2-4e37-470c-86f0-a279be0bec6c,JPTL1305,JPSU2609,20,2832,JPSU2609,20,OTH,JPTL1305,JPSU2610,21,2545,JPSU2610,21,PTP,JPTL1305,RL1115,JPTL1305,PT1M
JPS39,65ae28f2-4e37-470c-86f0-a279be0bec6c,JPTL1306,JPSU2611,21,2545,JPSU2611,21,PTP,JPTL1306,JPSU2612,22,2689,JPSU2612,22,OTH,JPTL1306,RL1116,JPTL1306,PT1M
JPS39,65ae28f2-4e37-470c-86f0-a279be0bec6c,JPTL1307,JPSU2613,22,2689,JPSU2613,22,OTH,JPTL1307,JPSU2614,23,3843,JPSU2614,23,OTH,JPTL1307,RL1117,JPTL1307,PT0S
JPS39,65ae28f2-4e37-470c-86f0-a279be0bec6c,JPTL1308,JPSU2615,23,3843,JPSU2615,23,OTH,JPTL1308,JPSU2616,24,3536,JPSU2616,24,OTH,JPTL1308,RL1118,JPTL1308,PT2M
JPS39,65ae28f2-4e37-470c-86f0-a279be0bec6c,JPTL1309,JPSU2617,24,3536,JPSU2617,24,OTH,JPTL1309,JPSU2618,25,3852,JPSU2618,25,OTH,JPTL1309,RL1119,JPTL1309,PT0S
JPS39,65ae28f2-4e37-470c-86f0-a279be0bec6c,JPTL1310,JPSU2619,25,3852,JPSU2619,25,OTH,JPTL1310,JPSU2620,26,4548,JPSU2620,26,OTH,JPTL1310,RL1120,JPTL1310,PT0S
JPS39,65ae28f2-4e37-470c-86f0-a279be0bec6c,JPTL1311,JPSU2621,26,4548,JPSU2621,26,OTH,JPTL1311,JPSU2622,27,2868,JPSU2622,27,OTH,JPTL1311,RL1121,JPTL1311,PT1M
JPS39,65ae28f2-4e37-470c-86f0-a279be0bec6c,JPTL1312,JPSU2623,27,2868,JPSU2623,27,OTH,JPTL1312,JPSU2624,28,2536,JPSU2624,28,OTH,JPTL1312,RL1122,JPTL1312,PT1M
JPS39,65ae28f2-4e37-470c-86f0-a279be0bec6c,JPTL1313,JPSU2625,28,2536,JPSU2625,28,OTH,JPTL1313,JPSU2626,29,2869,JPSU2626,29,OTH,JPTL1313,RL1123,JPTL1313,PT0S
JPS39,65ae28f2-4e37-470c-86f0-a279be0bec6c,JPTL1314,JPSU2627,29,2869,JPSU2627,29,OTH,JPTL1314,JPSU2628,30,3582,JPSU2628,30,OTH,JPTL1314,RL1124,JPTL1314,PT2M
JPS39,65ae28f2-4e37-470c-86f0-a279be0bec6c,JPTL1315,JPSU2629,30,3582,JPSU2629,30,OTH,JPTL1315,JPSU2630,31,3537,JPSU2630,31,OTH,JPTL1315,RL1125,JPTL1315,PT0S
JPS39,65ae28f2-4e37-470c-86f0-a279be0bec6c,JPTL1316,JPSU2631,31,3537,JPSU2631,31,OTH,JPTL1316,JPSU2632,32,2529,JPSU2632,32,PTP,JPTL1316,RL1126,JPTL1316,PT1M
JPS39,65ae28f2-4e37-470c-86f0-a279be0bec6c,JPTL1317,JPSU2633,32,2529,JPSU2633,32,PTP,JPTL1317,JPSU2634,33,3746,JPSU2634,33,OTH,JPTL1317,RL1127,JPTL1317,PT1M
JPS39,65ae28f2-4e37-470c-86f0-a279be0bec6c,JPTL1318,JPSU2635,33,3746,JPSU2635,33,OTH,JPTL1318,JPSU2636,34,4545,JPSU2636,34,PTP,JPTL1318,RL1128,JPTL1318,PT1M
JPS39,65ae28f2-4e37-470c-86f0-a279be0bec6c,JPTL1319,JPSU2637,34,4545,JPSU2637,34,PTP,JPTL1319,JPSU2638,35,3426,JPSU2638,35,OTH,JPTL1319,RL1129,JPTL1319,PT0S
JPS39,65ae28f2-4e37-470c-86f0-a279be0bec6c,JPTL1320,JPSU2639,35,3426,JPSU2639,35,OTH,JPTL1320,JPSU2640,36,3248,JPSU2640,36,OTH,JPTL1320,RL1130,JPTL1320,PT0S
JPS39,65ae28f2-4e37-470c-86f0-a279be0bec6c,JPTL1321,JPSU2641,36,3248,JPSU2641,36,OTH,JPTL1321,JPSU2642,37,4292,JPSU2642,37,OTH,JPTL1321,RL1131,JPTL1321,PT1M
JPS39,65ae28f2-4e37-470c-86f0-a279be0bec6c,JPTL1322,JPSU2643,37,4292,JPSU2643,37,OTH,JPTL1322,JPSU2644,38,3627,JPSU2644,38,PTP,JPTL1322,RL1132,JPTL1322,PT1M
JPS39,65ae28f2-4e37-470c-86f0-a279be0bec6c,JPTL1323,JPSU2645,38,3627,JPSU2645,38,PTP,JPTL1323,JPSU2646,46,3723,JPSU2646,46,OTH,JPTL1323,RL1133,JPTL1323,PT1M
